#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PIGA	PIGR	9606.ENSP00000369820	9606.ENSP00000348888	0	0	0	0	0.062	0	0	0.990	0.991
PIGR	IL10	9606.ENSP00000348888	9606.ENSP00000412237	0	0	0	0	0	0	0	0.400	0.400
PIGR	PIGA	9606.ENSP00000348888	9606.ENSP00000369820	0	0	0	0	0.062	0	0	0.990	0.991
PIGR	IGHV4-38-2	9606.ENSP00000348888	9606.ENSP00000478289	0	0	0	0	0	0	0.800	0.965	0.992
PROS1	SERPINC1	9606.ENSP00000377783	9606.ENSP00000356671	0	0	0	0	0.062	0	0	0.606	0.614
PROS1	C4A	9606.ENSP00000377783	9606.ENSP00000396688	0	0	0	0	0.089	0	0	0.899	0.904
PROS1	C4B	9606.ENSP00000377783	9606.ENSP00000415941	0	0	0	0	0.083	0	0	0.977	0.978
PTEN	TP53	9606.ENSP00000361021	9606.ENSP00000269305	0	0	0	0	0	0.851	0.900	0.986	0.999
PTEN	TET2	9606.ENSP00000361021	9606.ENSP00000442788	0	0	0	0	0.065	0	0	0.424	0.438
PTEN	IL10	9606.ENSP00000361021	9606.ENSP00000412237	0	0	0	0	0	0	0	0.481	0.481
PTEN	JAK2	9606.ENSP00000361021	9606.ENSP00000371067	0	0	0	0	0.066	0.111	0	0.712	0.740
PTEN	AKT1	9606.ENSP00000361021	9606.ENSP00000451828	0	0	0	0	0.062	0.852	0	0.952	0.992
PTPN22	TP53	9606.ENSP00000352833	9606.ENSP00000269305	0	0	0	0	0	0	0	0.448	0.448
PTPN22	IL23R	9606.ENSP00000352833	9606.ENSP00000321345	0	0	0	0	0.062	0	0	0.595	0.603
PTPN22	SH2B3	9606.ENSP00000352833	9606.ENSP00000345492	0	0	0	0	0.081	0	0	0.660	0.674
PTPN22	IL10	9606.ENSP00000352833	9606.ENSP00000412237	0	0	0	0	0	0	0	0.469	0.469
PTPN22	HLA-B	9606.ENSP00000352833	9606.ENSP00000399168	0	0	0	0	0.088	0	0	0.454	0.480
PTPN22	STAT4	9606.ENSP00000352833	9606.ENSP00000376134	0	0	0	0	0.066	0.062	0	0.760	0.771
PTPN22	HLA-DRB1	9606.ENSP00000352833	9606.ENSP00000353099	0	0	0	0	0.128	0	0.900	0.894	0.989
PTX3	TNFAIP6	9606.ENSP00000295927	9606.ENSP00000243347	0	0	0	0	0.147	0.417	0	0.977	0.988
PTX3	ICAM1	9606.ENSP00000295927	9606.ENSP00000264832	0	0	0	0	0.076	0	0	0.403	0.424
PTX3	COLEC10	9606.ENSP00000295927	9606.ENSP00000332723	0	0	0	0	0	0.418	0	0.252	0.546
PTX3	IL10	9606.ENSP00000295927	9606.ENSP00000412237	0	0	0	0	0	0	0	0.563	0.563
PTX3	CFHR1	9606.ENSP00000295927	9606.ENSP00000314299	0	0	0	0	0	0.486	0	0.828	0.908
PTX3	MBL2	9606.ENSP00000295927	9606.ENSP00000363079	0	0	0	0	0	0	0	0.977	0.977
SERPINC1	C5	9606.ENSP00000356671	9606.ENSP00000223642	0	0	0	0	0.193	0	0	0.308	0.418
SERPINC1	ICAM1	9606.ENSP00000356671	9606.ENSP00000264832	0	0	0	0	0	0	0	0.457	0.457
SERPINC1	IL10	9606.ENSP00000356671	9606.ENSP00000412237	0	0	0	0	0	0	0	0.404	0.404
SERPINC1	CFB	9606.ENSP00000356671	9606.ENSP00000416561	0	0	0	0	0.167	0.120	0	0.363	0.492
SERPINC1	C4B	9606.ENSP00000356671	9606.ENSP00000415941	0	0	0	0	0.134	0	0	0.520	0.567
SERPINC1	C4A	9606.ENSP00000356671	9606.ENSP00000396688	0	0	0	0	0.142	0	0	0.556	0.602
SERPINC1	PROS1	9606.ENSP00000356671	9606.ENSP00000377783	0	0	0	0	0.062	0	0	0.606	0.614
SERPINC1	MBL2	9606.ENSP00000356671	9606.ENSP00000363079	0	0	0	0	0.554	0.057	0	0.320	0.689
SH2B3	THPO	9606.ENSP00000345492	9606.ENSP00000204615	0	0	0	0	0	0	0	0.603	0.603
SH2B3	CALR	9606.ENSP00000345492	9606.ENSP00000320866	0	0	0	0	0	0	0	0.526	0.526
SH2B3	TET2	9606.ENSP00000345492	9606.ENSP00000442788	0	0	0	0	0	0	0	0.650	0.650
SH2B3	PTPN22	9606.ENSP00000345492	9606.ENSP00000352833	0	0	0	0	0.081	0	0	0.660	0.674
SH2B3	MPL	9606.ENSP00000345492	9606.ENSP00000361548	0	0	0	0	0.062	0	0	0.702	0.709
SH2B3	JAK2	9606.ENSP00000345492	9606.ENSP00000371067	0	0	0	0	0.062	0.182	0.900	0.884	0.989
STAT4	ICAM1	9606.ENSP00000376134	9606.ENSP00000264832	0	0	0	0	0	0	0	0.451	0.451
STAT4	TP53	9606.ENSP00000376134	9606.ENSP00000269305	0	0	0	0	0	0	0	0.512	0.512
STAT4	IL23R	9606.ENSP00000376134	9606.ENSP00000321345	0	0	0	0	0.062	0	0.900	0.653	0.964
STAT4	PTPN22	9606.ENSP00000376134	9606.ENSP00000352833	0	0	0	0	0.066	0.062	0	0.760	0.771
STAT4	HLA-DRB1	9606.ENSP00000376134	9606.ENSP00000353099	0	0	0	0	0.069	0	0	0.611	0.622
STAT4	IFNGR1	9606.ENSP00000376134	9606.ENSP00000356713	0	0	0	0	0	0.057	0	0.697	0.702
STAT4	JAK2	9606.ENSP00000376134	9606.ENSP00000371067	0	0	0	0	0.058	0.140	0.900	0.819	0.983
STAT4	AKT1	9606.ENSP00000376134	9606.ENSP00000451828	0	0	0	0	0	0.140	0	0.598	0.640
STAT4	IL10	9606.ENSP00000376134	9606.ENSP00000412237	0	0	0	0	0	0.068	0.900	0.707	0.970
TET2	THPO	9606.ENSP00000442788	9606.ENSP00000204615	0	0	0	0	0	0	0	0.486	0.485
TET2	TP53	9606.ENSP00000442788	9606.ENSP00000269305	0	0	0	0	0	0	0	0.681	0.681
TET2	CALR	9606.ENSP00000442788	9606.ENSP00000320866	0	0	0	0	0	0	0	0.601	0.601
TET2	SH2B3	9606.ENSP00000442788	9606.ENSP00000345492	0	0	0	0	0	0	0	0.650	0.650
TET2	PTEN	9606.ENSP00000442788	9606.ENSP00000361021	0	0	0	0	0.065	0	0	0.424	0.438
TET2	MPL	9606.ENSP00000442788	9606.ENSP00000361548	0	0	0	0	0	0	0	0.465	0.465
TET2	JAK2	9606.ENSP00000442788	9606.ENSP00000371067	0	0	0	0	0.085	0	0	0.739	0.751
THPO	CALR	9606.ENSP00000204615	9606.ENSP00000320866	0	0	0	0	0	0	0	0.417	0.416
THPO	AKT1	9606.ENSP00000204615	9606.ENSP00000451828	0	0	0	0	0	0	0	0.455	0.455
THPO	TET2	9606.ENSP00000204615	9606.ENSP00000442788	0	0	0	0	0	0	0	0.486	0.485
THPO	IL23R	9606.ENSP00000204615	9606.ENSP00000321345	0	0	0	0	0	0	0.600	0	0.600
THPO	SH2B3	9606.ENSP00000204615	9606.ENSP00000345492	0	0	0	0	0	0	0	0.603	0.603
THPO	IFNGR1	9606.ENSP00000204615	9606.ENSP00000356713	0	0	0	0	0	0	0.600	0.095	0.622
THPO	JAK2	9606.ENSP00000204615	9606.ENSP00000371067	0	0	0	0	0	0	0.900	0.685	0.967
THPO	MPL	9606.ENSP00000204615	9606.ENSP00000361548	0	0	0	0	0	0.463	0.900	0.990	0.999
TNFAIP6	IL10	9606.ENSP00000243347	9606.ENSP00000412237	0	0	0	0	0	0	0	0.532	0.532
TNFAIP6	PTX3	9606.ENSP00000243347	9606.ENSP00000295927	0	0	0	0	0.147	0.417	0	0.977	0.988
TP53	ICAM1	9606.ENSP00000269305	9606.ENSP00000264832	0	0	0	0	0.062	0	0	0.559	0.568
TP53	PTPN22	9606.ENSP00000269305	9606.ENSP00000352833	0	0	0	0	0	0	0	0.448	0.448
TP53	STAT4	9606.ENSP00000269305	9606.ENSP00000376134	0	0	0	0	0	0	0	0.512	0.512
TP53	IL10	9606.ENSP00000269305	9606.ENSP00000412237	0	0	0	0	0	0	0	0.580	0.580
TP53	CALR	9606.ENSP00000269305	9606.ENSP00000320866	0	0	0	0	0.060	0	0	0.618	0.626
TP53	TET2	9606.ENSP00000269305	9606.ENSP00000442788	0	0	0	0	0	0	0	0.681	0.681
TP53	JAK2	9606.ENSP00000269305	9606.ENSP00000371067	0	0	0	0	0.049	0.056	0	0.685	0.692
TP53	IGHV4-38-2	9606.ENSP00000269305	9606.ENSP00000478289	0	0	0	0	0	0	0	0.710	0.710
TP53	FAS	9606.ENSP00000269305	9606.ENSP00000347979	0	0	0	0	0.063	0	0.900	0.682	0.967
TP53	AKT1	9606.ENSP00000269305	9606.ENSP00000451828	0	0	0	0	0.053	0.201	0.900	0.877	0.989
TP53	PTEN	9606.ENSP00000269305	9606.ENSP00000361021	0	0	0	0	0	0.851	0.900	0.986	0.999
TUBG1	TUBG2	9606.ENSP00000251413	9606.ENSP00000251412	0	0	0	0.987	0.158	0.682	0.800	0.812	0.942
TUBG1	MZT1	9606.ENSP00000251413	9606.ENSP00000367049	0	0	0	0	0.065	0.944	0.600	0.846	0.996
TUBG1	TUBGCP5	9606.ENSP00000251413	9606.ENSP00000480316	0	0	0	0	0.062	0.983	0.600	0.537	0.996
TUBG2	MZT1	9606.ENSP00000251412	9606.ENSP00000367049	0	0	0	0	0	0.594	0.600	0.533	0.917
TUBG2	TUBG1	9606.ENSP00000251412	9606.ENSP00000251413	0	0	0	0.987	0.158	0.682	0.800	0.812	0.942
TUBG2	TUBGCP5	9606.ENSP00000251412	9606.ENSP00000480316	0	0	0	0	0.062	0.837	0.600	0.461	0.962
TUBGCP5	TUBG2	9606.ENSP00000480316	9606.ENSP00000251412	0	0	0	0	0.062	0.837	0.600	0.461	0.962
TUBGCP5	TUBG1	9606.ENSP00000480316	9606.ENSP00000251413	0	0	0	0	0.062	0.983	0.600	0.537	0.996
TUBGCP5	CFHR1	9606.ENSP00000480316	9606.ENSP00000314299	0	0	0	0	0.937	0	0	0	0.937
TUBGCP5	MZT1	9606.ENSP00000480316	9606.ENSP00000367049	0	0	0	0	0.066	0.986	0.900	0.790	0.999
TUBGCP5	CYFIP1	9606.ENSP00000480316	9606.ENSP00000481038	0	0.230	0	0	0.937	0	0	0.866	0.992
VPREB1	IGLL1	9606.ENSP00000385361	9606.ENSP00000329312	0	0.218	0	0	0.213	0.800	0.600	0.988	0.999
VPREB1	IGLL5	9606.ENSP00000385361	9606.ENSP00000431254	0	0.218	0	0	0.063	0.173	0	0.681	0.780
VPREB1	IGHV4-38-2	9606.ENSP00000385361	9606.ENSP00000478289	0	0	0	0	0.062	0	0	0.802	0.807
VPREB3	IGLL5	9606.ENSP00000248948	9606.ENSP00000431254	0	0	0	0	0.161	0	0	0.450	0.519
VPREB3	IGLL1	9606.ENSP00000248948	9606.ENSP00000329312	0	0	0	0	0	0	0.600	0.858	0.941
